,_latitude,_longitude,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,145_number_direct_competitors,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,62_frequency_only_services,103_number_own_fridges,24_burnout,172_supplier_frequency,163_number_high_perishable_products,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_
203,19.0610174,-98.3051074,2,0.0,6,2.0,3.0,10.0,2.0,1.0,1.0,3.0,0.0,5.0,3.0,15.0,no,no,no
204,19.0655096,-98.3086783,3,3.0,4,2.0,3.0,10.0,2.0,1.0,1.0,3.0,0.0,5.0,3.0,15.0,no,no,yes
205,19.0598231624,-98.2279999045,1,2.0,1,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,30.0,no,no,yes
206,19.0591455329,-98.2282225756,0,0.0,6,2.0,2.0,0.0,0.0,15.0,0.0,3.0,1.0,1.0,1.0,30.0,yes,no,yes
207,19.0590865715,-98.2283046619,0,1.0,1,1.0,1.0,10.0,0.0,8.0,0.0,3.0,1.0,1.0,1.0,0.0,no,no,no
208,19.0424679,-98.1939337,1,0.0,12,1.0,1.0,10.0,0.0,8.0,0.0,3.0,1.0,1.0,1.0,0.0,no,no,no
209,19.0427938182,-98.1938023854,1,5.0,5,2.0,0.0,1.0,0.0,30.0,5.0,15.0,1.0,1.0,1.0,0.0,no,no,no
210,19.0431192,-98.1941676,2,1.0,85,2.0,0.0,1.0,0.0,30.0,5.0,15.0,1.0,1.0,1.0,0.0,yes,no,no
211,19.0590423645,-98.2282854449,0,0.0,0,1.0,1.0,5.0,1.0,30.0,5.0,35.0,2.0,3.0,1.0,0.0,yes,no,no
212,19.0586136382,-98.2287490873,0,2.0,3,3.0,3.0,12.0,1.0,30.0,5.0,35.0,2.0,3.0,1.0,0.0,no,yes,yes
213,19.0573487533,-98.2293976743,0,1.0,0,2.0,2.0,12.0,1.0,30.0,5.0,35.0,1.0,3.0,1.0,0.0,yes,no,yes
214,19.0558361634,-98.2303502153,0,0.0,0,2.0,2.0,5.0,1.0,30.0,5.0,35.0,13.0,3.0,1.0,0.0,no,no,no
215,19.055863119,-98.230677583,0,0.0,1,1.0,1.0,2.0,1.0,15.0,5.0,35.0,13.0,3.0,1.0,0.0,no,no,no
216,19.0556677718,-98.2313582221,0,0.0,2,1.0,1.0,2.0,1.0,15.0,5.0,35.0,13.0,3.0,1.0,0.0,yes,no,no
217,19.0556574771,-98.2315404416,0,1.0,1,1.0,1.0,6.0,1.0,15.0,5.0,35.0,13.0,3.0,1.0,0.0,no,yes,yes
218,19.0556382359,-98.2317552502,1,1.0,2,3.0,3.0,5.0,1.0,15.0,5.0,35.0,1.0,3.0,1.0,0.0,no,no,yes
219,19.0540263921,-98.2335245252,0,0.0,1,1.0,1.0,5.0,1.0,15.0,5.0,35.0,1.0,3.0,1.0,0.0,yes,no,no
220,19.0453610939,-98.2044006139,0,1.0,5,2.0,2.0,6.0,1.0,15.0,5.0,35.0,1.0,2.0,1.0,1.0,no,yes,no
221,19.0534768766,-98.2339912229,0,2.0,4,1.0,1.0,3.0,1.0,15.0,5.0,35.0,2.0,2.0,4.0,15.0,no,yes,yes
222,19.0530025753,-98.23418697,1,2.0,6,2.0,2.0,0.0,1.0,15.0,5.0,35.0,2.0,2.0,4.0,120.0,no,yes,yes
223,19.0517515101,-98.2369445793,2,5.0,24,4.0,4.0,5.0,1.0,8.0,5.0,35.0,5.0,2.0,4.0,80.0,no,no,yes
224,19.0519077066,-98.2374751935,0,0.0,1,1.0,1.0,4.0,1.0,8.0,5.0,35.0,2.0,2.0,4.0,1.0,no,no,no
225,19.0521438208,-98.2377795464,0,0.0,7,1.0,1.0,5.0,1.0,8.0,5.0,35.0,2.0,2.0,7.0,0.0,yes,no,no
226,19.05838924,-98.2364430474,0,5.0,15,1.0,1.0,3.0,1.0,8.0,5.0,35.0,2.0,2.0,7.0,80.0,no,no,yes
227,19.0464189805,-98.1935591251,1,3.0,24,2.0,2.0,3.0,1.0,8.0,5.0,35.0,2.0,2.0,7.0,18.0,no,no,yes
228,19.0433148763,-98.2042986345,4,5.0,60,0.0,2.0,5.0,1.0,8.0,5.0,35.0,2.0,7.0,2.0,2.0,no,no,no
229,19.0443548594,-98.2001744583,2,2.0,13,1.0,2.0,4.0,1.0,8.0,5.0,35.0,2.0,3.0,1.0,0.0,no,yes,no
230,19.0456581533,-98.2050614545,4,2.0,35,0.0,0.0,5.0,0.0,8.0,5.0,72.0,2.0,3.0,1.0,1.0,no,no,no
231,19.0474743249,-98.2048069686,7,12.0,90,3.0,2.0,4.0,0.0,8.0,5.0,72.0,1.0,3.0,6.0,1.0,no,no,no
232,19.048723299,-98.1999736279,1,1.0,51,2.0,3.0,0.0,3.0,8.0,5.0,7.0,1.0,3.0,1.0,2.0,no,no,no
233,19.0306472782,-98.250008896,3,5.0,9,2.0,2.0,2.0,3.0,8.0,5.0,7.0,1.0,3.0,3.0,4.0,yes,no,yes
234,19.0305021145,-98.2500025257,2,1.0,1,2.0,1.0,2.0,3.0,8.0,5.0,7.0,1.0,3.0,6.0,8.0,no,yes,yes
235,19.0271398573,-98.2499746978,1,2.0,4,0.0,0.0,2.0,3.0,8.0,5.0,7.0,1.0,3.0,1.0,0.0,yes,no,no
236,19.0262251138,-98.249852322,2,2.0,4,2.0,0.0,7.0,3.0,8.0,5.0,7.0,1.0,3.0,2.0,5.0,yes,no,yes
237,19.0256446,-98.2498636,1,9.0,12,1.0,0.0,5.0,3.0,8.0,5.0,7.0,0.0,3.0,2.0,15.0,no,yes,yes
238,19.0258304984,-98.2499710098,3,6.0,8,0.0,0.0,6.0,3.0,8.0,5.0,7.0,0.0,7.0,6.0,0.0,no,yes,no
239,19.0254545827,-98.2499750331,1,0.0,10,0.0,0.0,1.0,3.0,8.0,5.0,7.0,0.0,7.0,3.0,0.0,yes,no,no
240,19.0264402,-98.2503433,0,6.0,14,0.0,0.0,3.0,3.0,8.0,5.0,7.0,0.0,7.0,1.0,0.0,no,no,yes
241,19.0345027,-98.2633147,1,1.0,1,0.0,0.0,8.0,3.0,8.0,5.0,7.0,0.0,7.0,2.0,2.0,no,no,no
242,19.0344146,-98.2632294,2,1.0,1,0.0,0.0,8.0,3.0,8.0,5.0,7.0,0.0,7.0,2.0,2.0,no,no,no
243,19.0357478,-98.26257,0,1.0,1,0.0,0.0,8.0,3.0,8.0,5.0,7.0,0.0,7.0,2.0,2.0,no,no,no
244,19.0356653,-98.2625778,1,1.0,1,0.0,0.0,8.0,3.0,8.0,5.0,7.0,0.0,7.0,2.0,2.0,no,no,no
245,19.0365369,-98.2627914,1,1.0,1,1.0,0.0,2.0,3.0,2.0,3.0,7.0,1.0,2.0,2.0,4.0,no,no,yes
246,19.0364042,-98.2625062,3,1.0,1,1.0,0.0,2.0,3.0,2.0,3.0,7.0,1.0,2.0,2.0,4.0,no,no,no
247,19.0351049,-98.266565,0,0.0,0,1.0,0.0,1.0,1.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,yes,yes,no
248,19.0354461,-98.2674482,0,1.0,1,0.0,0.0,2.0,1.0,15.0,4.0,0.0,1.0,4.0,1.0,1.0,yes,yes,no
249,19.03576,-98.2625137,0,0.0,10,1.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,0.0,no,yes,no
250,19.0357416,-98.2625597,2,2.0,2,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,yes,no
251,19.0343891,-98.2632861,1,2.0,6,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,yes,yes
252,19.0344748,-98.2636253,3,3.0,2,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,yes,yes,yes
253,19.0345077,-98.2640986,0,2.0,1,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,yes,no
254,19.0645749355,-98.3094339074,0,2.0,3,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,no,yes
255,19.0631747316,-98.3097427962,0,0.0,3,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,yes,no
256,19.0219676841,-98.2604196284,0,2.0,4,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,no,yes
257,19.0219595372,-98.2604812409,4,4.0,7,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,30.0,no,no,yes
258,19.0655711,-98.3089021,1,0.0,4,5.0,4.0,10.0,1.0,2.0,0.0,0.0,6.0,5.0,7.0,30.0,no,no,no
259,19.0635518,-98.3098178,1,0.0,8,5.0,4.0,10.0,1.0,2.0,0.0,0.0,6.0,5.0,7.0,30.0,no,yes,no
260,19.01936465,-98.2614367353,2,0.0,0,4.0,4.0,10.0,1.0,2.0,0.0,0.0,6.0,5.0,7.0,30.0,no,yes,no
261,19.0625932,-98.3097362,3,6.0,6,4.0,4.0,10.0,1.0,2.0,0.0,0.0,6.0,5.0,7.0,30.0,no,yes,yes
262,19.0621154,-98.3088068,1,2.0,4,4.0,6.0,10.0,1.0,7.0,1.0,0.0,0.0,4.0,7.0,0.0,no,no,no
263,19.0632677,-98.3099391,5,2.0,4,4.0,56.0,3.0,0.0,7.0,1.0,0.0,1.0,4.0,7.0,15.0,no,yes,yes
264,19.0192985444,-98.2614980296,0,2.0,0,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,no,no,no
265,19.0190156807,-98.2617294714,0,0.0,6,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,yes,no,no
266,19.0190394387,-98.2616849252,0,1.0,0,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,no,no,no
267,19.0205730464,-98.2608414638,0,2.0,0,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,no,no,no
268,19.0202976725,-98.2610320379,0,0.0,5,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,no,yes,no
269,19.0315554,-98.2500527,3,2.0,0,2.0,2.0,3.0,0.0,7.0,1.0,20.0,2.0,4.0,2.0,20.0,no,no,yes
270,19.0327127063,-98.250840857,0,2.0,5,3.0,4.0,3.0,0.0,7.0,1.0,20.0,0.0,7.0,2.0,50.0,no,no,yes
271,19.0281671,-98.2480955,8,12.0,2,3.0,4.0,3.0,0.0,7.0,1.0,20.0,0.0,7.0,2.0,50.0,yes,no,yes
272,19.0264825,-98.2505692,5,4.0,2,0.0,0.0,10.0,0.0,7.0,1.0,3.0,2.0,7.0,2.0,4.0,yes,no,yes
273,19.0034907,-98.2668722,4,2.0,12,1.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,6.0,4.0,no,yes,yes
274,19.003467056,-98.2668469428,0,1.0,1,2.0,2.0,20.0,1.0,4.0,0.0,2.0,0.0,5.0,1.0,20.0,yes,yes,yes
275,19.003503467,-98.2669726946,0,3.0,4,16.0,16.0,20.0,1.0,4.0,0.0,2.0,3.0,5.0,1.0,20.0,yes,no,yes
276,18.9991161836,-98.2738825679,2,0.0,9,2.0,10.0,1.0,1.0,4.0,0.0,7.0,4.0,5.0,1.0,0.0,no,no,no
277,18.9996194585,-98.2749072008,0,0.0,12,2.0,2.0,0.0,1.0,4.0,0.0,7.0,4.0,5.0,2.0,0.0,no,yes,no
278,18.9993022692,-98.2749588042,2,1.0,1,2.0,6.0,2.0,1.0,4.0,0.0,7.0,4.0,5.0,2.0,0.0,yes,no,no
279,18.9996039122,-98.2745584846,0,3.0,7,5.0,5.0,1.0,1.0,4.0,0.0,7.0,4.0,5.0,7.0,100.0,no,yes,yes
280,18.9993469678,-98.2750382647,1,0.0,5,2.0,9.0,0.0,1.0,4.0,0.0,7.0,1.0,3.0,2.0,0.0,no,no,no
281,18.9992087509,-98.2736777142,0,0.0,6,5.0,5.0,2.0,1.0,4.0,0.0,7.0,1.0,2.0,1.0,0.0,no,yes,no
282,18.9995895163,-98.2748071882,1,0.0,10,1.0,7.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,no,no,no
283,19.0737175029,-98.1648537696,0,0.0,3,1.0,2.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,yes,yes,no
284,19.0716081,-98.1664491,0,0.0,7,2.0,3.0,5.0,0.0,4.0,0.0,2.0,1.0,4.0,2.0,4.0,no,no,no
285,19.041192564,-98.1968643793,0,1.0,2,2.0,3.0,5.0,0.0,4.0,0.0,2.0,1.0,4.0,2.0,4.0,yes,no,yes
286,19.0427621921,-98.1972279063,1,2.0,6,1.0,1.0,3.0,0.0,10.0,1.0,2.0,3.0,2.0,2.0,20.0,yes,no,yes
287,19.0430171891,-98.1976678678,2,3.0,6,1.0,1.0,3.0,0.0,10.0,1.0,2.0,3.0,2.0,2.0,20.0,no,no,yes
288,19.0429592526,-98.1975623346,0,0.0,3,1.0,1.0,3.0,0.0,10.0,1.0,2.0,0.0,4.0,1.0,4.0,no,yes,no
289,19.0427066583,-98.1937293694,1,1.0,0,1.0,1.0,3.0,0.0,10.0,1.0,2.0,0.0,4.0,1.0,4.0,yes,no,yes
290,19.0426603292,-98.1937278214,0,0.0,10,2.0,2.0,3.0,0.0,10.0,1.0,2.0,1.0,4.0,7.0,0.0,yes,no,no
291,19.0427712866,-98.193461125,0,0.0,2,2.0,2.0,3.0,0.0,10.0,1.0,2.0,1.0,4.0,7.0,0.0,no,no,no
292,19.0535362706,-98.233822273,2,0.0,4,2.0,2.0,3.0,0.0,10.0,1.0,2.0,1.0,4.0,7.0,0.0,yes,no,no
293,19.0535610353,-98.2341421351,0,4.0,8,1.0,1.0,4.0,0.0,10.0,1.0,2.0,1.0,4.0,7.0,60.0,no,yes,yes
294,19.058654656,-98.232299887,0,0.0,24,2.0,2.0,0.0,0.0,10.0,1.0,2.0,1.0,4.0,7.0,60.0,yes,no,no
295,19.0592929035,-98.2331576513,0,0.0,2,1.0,1.0,4.0,0.0,15.0,1.0,2.0,1.0,4.0,7.0,0.0,no,no,no
296,19.0595846029,-98.2338639604,0,0.0,16,0.0,0.0,0.0,1.0,15.0,1.0,2.0,1.0,4.0,7.0,0.0,yes,no,no
297,19.0595598862,-98.2340100497,0,1.0,2,1.0,1.0,2.0,1.0,30.0,1.0,2.0,1.0,4.0,7.0,40.0,no,no,yes
298,19.0590374022,-98.233027074,1,0.0,2,2.0,2.0,0.0,1.0,30.0,1.0,2.0,2.0,4.0,7.0,0.0,yes,yes,no
299,19.0607069876,-98.2298178552,0,2.0,12,0.0,0.0,6.0,1.0,7.0,1.0,2.0,2.0,4.0,7.0,45.0,yes,no,yes
300,19.0594737148,-98.2252770749,0,0.0,8,1.0,1.0,2.0,1.0,15.0,1.0,2.0,2.0,4.0,7.0,0.0,yes,no,no
301,19.0588832074,-98.2242125705,0,1.0,5,1.0,1.0,1.0,0.0,30.0,1.0,2.0,2.0,4.0,7.0,5.0,yes,no,no
302,19.0203363,-98.2609888,3,0.0,6,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,4.0,7.0,10.0,yes,yes,no
303,19.0204215,-98.2609604,2,0.0,3,2.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,no,yes,no
304,19.020395,-98.2608668,3,0.0,1,1.0,2.0,6.0,0.0,1.0,1.0,2.0,2.0,4.0,7.0,1.0,no,no,yes
305,19.0207622,-98.2607229,1,0.0,3,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,20.0,no,no,no
306,19.0208774,-98.2606615,0,0.0,4,1.0,1.0,6.0,0.0,15.0,0.0,2.0,2.0,4.0,1.0,0.0,yes,no,no
307,19.0210881,-98.260586,2,2.0,3,3.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,15.0,no,no,no
308,19.0213946,-98.2603816,1,1.0,1,1.0,0.0,0.0,1.0,30.0,7.0,2.0,0.0,3.0,7.0,1.0,no,yes,no
309,19.021461,-98.2602834,0,0.0,6,4.0,0.0,1.0,1.0,30.0,7.0,2.0,0.0,4.0,4.0,1.0,no,no,no
310,19.0449409657,-98.1944422847,2,6.0,75,0.0,0.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,7.0,2.0,no,yes,yes
311,19.0655137,-98.3127512,0,2.0,5,0.0,0.0,3.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,10.0,no,yes,no
312,19.0656707,-98.3109706,0,5.0,6,0.0,0.0,3.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,10.0,no,no,no
313,19.0638125,-98.3097669,3,5.0,6,0.0,0.0,3.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,10.0,no,no,yes
314,19.0614541,-98.3109695,0,5.0,3,0.0,0.0,3.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,10.0,no,no,no
315,19.0612258,-98.3111919,2,3.0,5,0.0,0.0,3.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,10.0,no,no,no
316,19.0608665,-98.3112764,0,2.0,4,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
317,19.0618356185,-98.3067292227,2,5.0,6,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
318,19.0605136519,-98.3060609457,0,2.0,2,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
319,19.0597415325,-98.306741458,0,3.0,4,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
320,19.0617376613,-98.3070316539,0,2.0,2,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,yes
321,19.0637564472,-98.3097306413,1,3.0,5,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,yes,no
322,19.0642133584,-98.3099810016,1,2.0,3,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,yes,yes
323,19.0662115021,-98.3142734506,1,2.0,3,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
324,19.0282081,-98.248033,5,2.0,0,0.0,1.0,2.0,1.0,30.0,7.0,2.0,0.0,3.0,1.0,20.0,no,no,no
325,19.017792,-98.215433,3,0.0,1,1.0,1.0,3.0,3.0,30.0,7.0,2.0,3.0,5.0,7.0,5.0,yes,yes,no
326,19.0162957342,-98.2194659114,0,3.0,2,3.0,3.0,2.0,3.0,30.0,7.0,2.0,3.0,3.0,7.0,0.0,yes,no,yes
327,19.016607641,-98.2198437676,1,0.0,1,1.0,1.0,2.0,3.0,30.0,7.0,2.0,1.0,5.0,1.0,0.0,yes,no,no
328,19.0153365537,-98.2184597477,0,0.0,0,2.0,2.0,0.0,3.0,30.0,7.0,2.0,1.0,1.0,7.0,9.0,no,no,no
329,19.018979,-98.21528,2,2.0,0,2.0,3.0,6.0,3.0,30.0,7.0,2.0,1.0,1.0,7.0,9.0,no,no,yes
330,19.017786,-98.218263,1,0.0,6,1.0,3.0,3.0,3.0,30.0,7.0,2.0,1.0,6.0,2.0,9.0,no,no,yes
331,19.019788,-98.217094,1,0.0,0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,9.0,yes,no,yes
332,19.0254398,-98.249062,3,2.0,10,2.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,no,yes,yes
333,19.0120131,-98.2296442,0,0.0,5,2.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,yes,no,no
334,19.0115906,-98.2297252,1,2.0,0,2.0,2.0,1.0,1.0,3.0,0.0,28.0,1.0,7.0,7.0,3.0,no,no,yes
335,19.011515,-98.2297851,0,0.0,1,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,yes,no,no
336,19.0114826,-98.2297173,0,0.0,2,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,no,no,no
337,19.035325,-98.2679176,4,2.0,2,2.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,no,yes,yes
338,19.0405619362,-98.195357721,2,3.0,5,1.0,1.0,5.0,1.0,30.0,2.0,1.0,2.0,3.0,2.0,0.0,yes,no,yes
339,19.0409324,-98.1956504,0,0.0,2,1.0,1.0,5.0,1.0,30.0,2.0,1.0,2.0,3.0,2.0,0.0,no,yes,no
340,19.0411925,-98.1957911,1,0.0,3,2.0,2.0,4.0,0.0,30.0,2.0,2.0,2.0,6.0,2.0,0.0,no,yes,no
341,19.0410812934,-98.1968178758,0,0.0,5,2.0,2.0,4.0,0.0,30.0,2.0,2.0,2.0,6.0,2.0,0.0,no,yes,no
342,19.0410918637,-98.1959696755,0,0.0,5,3.0,0.0,3.0,0.0,30.0,2.0,2.0,2.0,6.0,1.0,0.0,yes,no,no
343,19.0415447381,-98.1953916586,0,0.0,8,3.0,0.0,3.0,0.0,30.0,2.0,2.0,2.0,6.0,1.0,0.0,yes,no,no
344,19.0418857,-98.1936643,1,0.0,2,4.0,0.0,1.0,0.0,30.0,2.0,2.0,2.0,6.0,1.0,0.0,no,yes,no
345,19.0419216,-98.1937059,0,0.0,1,1.0,0.0,6.0,1.0,30.0,2.0,2.0,2.0,6.0,1.0,0.0,no,no,no
346,19.0415702934,-98.194872076,0,0.0,4,1.0,0.0,10.0,1.0,30.0,2.0,2.0,2.0,6.0,1.0,20.0,yes,no,no
347,19.042167355,-98.1941749299,0,0.0,3,0.0,0.0,1.0,1.0,30.0,2.0,2.0,2.0,6.0,2.0,20.0,yes,yes,no
348,19.0418881085,-98.1936908041,1,0.0,3,0.0,0.0,1.0,1.0,30.0,2.0,2.0,2.0,6.0,2.0,20.0,yes,yes,no
349,19.0434164641,-98.194669784,2,1.0,1,0.0,0.0,1.0,1.0,30.0,2.0,2.0,2.0,6.0,2.0,20.0,no,no,no
350,19.0426957924,-98.1937826886,0,0.0,3,3.0,0.0,3.0,1.0,30.0,2.0,50.0,2.0,6.0,7.0,20.0,no,no,no
351,19.0352252,-98.266924,5,3.0,0,3.0,0.0,3.0,1.0,30.0,2.0,50.0,2.0,6.0,7.0,20.0,yes,yes,yes
352,19.0354424,-98.2678552,9,6.0,0,4.0,4.0,5.0,1.0,30.0,2.0,50.0,5.0,6.0,7.0,20.0,no,yes,yes
353,19.0221603715,-98.2495059818,1,5.0,8,1.0,1.0,4.0,1.0,30.0,2.0,5.0,2.0,6.0,2.0,4.0,no,no,yes
354,19.018705,-98.215739,2,0.0,1,2.0,4.0,1.0,1.0,30.0,2.0,5.0,5.0,6.0,2.0,0.0,no,no,no
355,19.017211,-98.217502,2,2.0,5,0.0,0.0,20.0,1.0,30.0,2.0,0.0,5.0,6.0,2.0,5.0,no,no,yes
356,19.021284,-98.216883,0,0.0,0,0.0,0.0,3.0,1.0,30.0,2.0,0.0,5.0,6.0,1.0,0.0,no,yes,no
357,19.019019,-98.218655,0,0.0,3,0.0,0.0,1.0,1.0,30.0,2.0,0.0,5.0,7.0,1.0,2.0,no,no,no
358,19.01854,-98.217874,3,4.0,12,3.0,2.0,1.0,0.0,3.0,5.0,1.0,5.0,7.0,3.0,2.0,yes,yes,yes
359,19.020451,-98.215618,1,3.0,7,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,7.0,3.0,0.0,no,no,yes
360,19.016776,-98.217554,0,0.0,12,1.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,7.0,1.0,0.0,yes,yes,no
361,19.018453,-98.215385,10,5.0,9,5.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,7.0,5.0,6.0,no,no,yes
362,19.0194537,-98.2614091,3,3.0,2,2.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,no,yes,yes
363,19.0193679,-98.2614787,1,0.0,1,2.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,yes,yes,no
364,19.0719291809,-98.1670391187,2,2.0,0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,no,no,no
365,19.0718784813,-98.166975081,2,9.0,0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,no,no,yes
366,19.072127543,-98.1666931137,2,0.0,9,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,no,no,no
367,19.0722007405,-98.1664215401,1,0.0,3,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,no,no,no
368,19.0724183,-98.1662846,2,0.0,0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,no
369,19.0724726164,-98.1662518904,2,1.0,0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
370,19.0725629248,-98.1661503017,2,2.0,0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
371,19.02818,-98.248065,2,2.0,3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,no
372,19.0731782877,-98.1655820087,1,0.0,12,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,yes,yes
373,19.0281426,-98.2479993,2,1.0,3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
374,19.0734498452,-98.1652718782,2,1.0,0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
375,19.0734732935,-98.165335916,2,0.0,9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
376,19.0736675345,-98.165345639,0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,6.0,no,no,yes
377,19.0738560715,-98.1652105227,0,2.0,0,1.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,no,yes
378,19.0738966307,-98.1652306393,0,0.0,3,1.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,no,no
379,19.0718272,-98.1667071,0,0.0,8,1.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,no,yes
380,19.0338184007,-98.250701898,0,0.0,7,1.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,yes,no
381,19.0720309,-98.1672506,0,2.0,4,1.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,no,yes
382,19.0720059,-98.1671792,1,0.0,3,1.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,no,yes,no
383,19.0719822,-98.1665939,2,5.0,14,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,6.0,no,yes,no
384,19.0333071677,-98.2507821267,1,2.0,6,1.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,6.0,no,no,yes
385,19.0146935766,-98.2210735825,1,0.0,5,1.0,1.0,7.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,no,yes,no
